User,Item,Rating
79,Nohut,5.0
79,Türlü,5.0
79,Ispanak,5.0
79,Taze Fasulye,5.0
79,Bamya,5.0
79,Dana Rosto,5.0
79,Pirinç Pilavı,5.0
79,Patates Kızartması,5.0
79,Bulgur Pilavı,5.0
79,Cacık,5.0
79,Çoban Salata,5.0
79,Yoğurt,5.0
79,Pırasa,5.0
79,İrmik Helvası,5.0
79,Turşu,5.0
79,Sütlaç,5.0
79,Kadayıf,5.0
79,Kola,5.0
79,Ayran,5.0
79,Fanta,5.0
79,Su,5.0
80,Mercimek Çorbası,4.0
80,Ezogelin Çorbası,4.0
80,Şehriye Çorbası,2.0
80,Yayla Çorbası,2.0
80,Kuzu Etli Çorba,5.0
80,Tas Kebabı,5.0
80,Kuzu Şiş,5.0
80,Kabak Graten,1.0
80,Kabak Dolması,1.0
80,Köfte,3.0
80,Tavuk Biftek,4.0
80,Tavuk Sote,3.0
80,Karnıyarık,5.0
80,Kuru Fasulye,3.0
80,Patlıcan Musakka,4.0
80,Bezelye,3.0
80,Tavuk Kanat,3.0
80,Nohut,3.0
80,Türlü,3.0
80,Ispanak,3.0
80,Taze Fasulye,4.0
80,Bamya,1.0
80,Dana Rosto,5.0
80,Pirinç Pilavı,4.0
80,Patates Kızartması,3.0
80,Bulgur Pilavı,5.0
80,Cacık,4.0
80,Çoban Salata,4.0
80,Yoğurt,4.0
80,Pırasa,1.0
80,İrmik Helvası,5.0
80,Turşu,4.0
80,Sütlaç,5.0
80,Kadayıf,5.0
80,Kola,2.0
80,Ayran,3.0
80,Fanta,3.0
80,Su,5.0
81,Mercimek Çorbası,5.0
81,Ezogelin Çorbası,5.0
81,Şehriye Çorbası,5.0
81,Yayla Çorbası,5.0
81,Kuzu Etli Çorba,5.0
81,Tas Kebabı,5.0
81,Kuzu Şiş,5.0
81,Kabak Graten,5.0
81,Kabak Dolması,5.0
81,Köfte,5.0
81,Tavuk Biftek,5.0
81,Tavuk Sote,5.0
81,Karnıyarık,5.0
81,Kuru Fasulye,5.0
81,Patlıcan Musakka,5.0
81,Bezelye,5.0
81,Tavuk Kanat,5.0
81,Nohut,5.0
81,Türlü,5.0
81,Ispanak,5.0
81,Taze Fasulye,5.0
81,Bamya,5.0
81,Dana Rosto,5.0
81,Pirinç Pilavı,1.0
81,Patates Kızartması,1.0
81,Bulgur Pilavı,5.0
81,Cacık,5.0
81,Çoban Salata,5.0
81,Yoğurt,5.0
81,Pırasa,5.0
81,İrmik Helvası,5.0
81,Turşu,5.0
81,Sütlaç,5.0
81,Kadayıf,5.0
81,Kola,1.0
81,Ayran,5.0
81,Fanta,1.0
81,Su,5.0
82,Mercimek Çorbası,5.0
82,Ezogelin Çorbası,4.0
82,Şehriye Çorbası,3.0
82,Yayla Çorbası,5.0
82,Kuzu Etli Çorba,3.0
82,Tas Kebabı,5.0
82,Kuzu Şiş,3.0
82,Kabak Graten,3.0
82,Kabak Dolması,4.0
82,Köfte,5.0
82,Tavuk Biftek,5.0
82,Tavuk Sote,5.0
82,Karnıyarık,5.0
82,Kuru Fasulye,4.0
82,Patlıcan Musakka,5.0
82,Bezelye,4.0
82,Tavuk Kanat,5.0
82,Nohut,4.0
82,Türlü,5.0
82,Ispanak,4.0
82,Taze Fasulye,4.0
82,Bamya,1.0
82,Dana Rosto,4.0
82,Pirinç Pilavı,5.0
82,Patates Kızartması,5.0
82,Bulgur Pilavı,3.0
82,Cacık,5.0
82,Çoban Salata,5.0
82,Yoğurt,5.0
82,Pırasa,1.0
82,İrmik Helvası,4.0
82,Turşu,5.0
82,Sütlaç,5.0
82,Kadayıf,4.0
82,Kola,5.0
82,Ayran,5.0
82,Fanta,5.0
82,Su,5.0
83,Mercimek Çorbası,5.0
83,Ezogelin Çorbası,5.0
83,Şehriye Çorbası,5.0
83,Yayla Çorbası,5.0
83,Kuzu Etli Çorba,0
83,Tas Kebabı,5.0
83,Kuzu Şiş,5.0
83,Kabak Graten,0
83,Kabak Dolması,3.0
83,Köfte,4.0
83,Tavuk Biftek,5.0
83,Tavuk Sote,5.0
83,Karnıyarık,4.0
83,Kuru Fasulye,5.0
83,Patlıcan Musakka,0
83,Bezelye,0
83,Tavuk Kanat,5.0
83,Nohut,5.0
83,Türlü,5.0
83,Ispanak,0
83,Taze Fasulye,0
83,Bamya,0
83,Dana Rosto,3.0
83,Pirinç Pilavı,5.0
83,Patates Kızartması,5.0
83,Bulgur Pilavı,5.0
83,Cacık,3.0
83,Çoban Salata,2.0
83,Yoğurt,4.0
83,Pırasa,0
83,İrmik Helvası,5.0
83,Turşu,4.0
83,Sütlaç,5.0
83,Kadayıf,5.0
83,Kola,1.0
83,Ayran,3.0
83,Fanta,5.0
83,Su,5.0
84,Mercimek Çorbası,3.0
84,Ezogelin Çorbası,3.0
84,Şehriye Çorbası,4.0
84,Yayla Çorbası,4.0
84,Kuzu Etli Çorba,1.0
84,Tas Kebabı,5.0
84,Kuzu Şiş,2.0
84,Kabak Graten,0
84,Kabak Dolması,1.0
84,Köfte,5.0
84,Tavuk Biftek,5.0
84,Tavuk Sote,5.0
84,Karnıyarık,5.0
84,Kuru Fasulye,5.0
84,Patlıcan Musakka,5.0
84,Bezelye,4.0
84,Tavuk Kanat,5.0
84,Nohut,4.0
84,Türlü,4.0
84,Ispanak,2.0
84,Taze Fasulye,3.0
84,Bamya,2.0
84,Dana Rosto,5.0
84,Pirinç Pilavı,5.0
84,Patates Kızartması,5.0
84,Bulgur Pilavı,4.0
84,Cacık,3.0
84,Çoban Salata,5.0
84,Yoğurt,5.0
84,Pırasa,2.0
84,İrmik Helvası,4.0
84,Turşu,1.0
84,Sütlaç,2.0
84,Kadayıf,5.0
84,Kola,4.0
84,Ayran,5.0
84,Fanta,4.0
84,Su,5.0
85,Mercimek Çorbası,5.0
85,Ezogelin Çorbası,5.0
85,Şehriye Çorbası,3.0
85,Yayla Çorbası,3.0
85,Kuzu Etli Çorba,3.0
85,Tas Kebabı,5.0
85,Kuzu Şiş,5.0
85,Kabak Graten,2.0
85,Kabak Dolması,5.0
85,Köfte,4.0
85,Tavuk Biftek,3.0
85,Tavuk Sote,3.0
85,Karnıyarık,5.0
85,Kuru Fasulye,5.0
85,Patlıcan Musakka,5.0
85,Bezelye,3.0
85,Tavuk Kanat,5.0
85,Nohut,5.0
85,Türlü,3.0
85,Ispanak,5.0
85,Taze Fasulye,5.0
85,Bamya,5.0
85,Dana Rosto,5.0
85,Pirinç Pilavı,5.0
85,Patates Kızartması,1.0
85,Bulgur Pilavı,5.0
85,Cacık,5.0
85,Çoban Salata,5.0
85,Yoğurt,5.0
85,Pırasa,5.0
85,İrmik Helvası,5.0
85,Turşu,5.0
85,Sütlaç,5.0
85,Kadayıf,5.0
85,Kola,2.0
85,Ayran,5.0
85,Fanta,3.0
85,Su,5.0
86,Mercimek Çorbası,4.0
86,Ezogelin Çorbası,3.0
86,Şehriye Çorbası,2.0
86,Yayla Çorbası,3.0
86,Kuzu Etli Çorba,4.0
86,Tas Kebabı,5.0
86,Kuzu Şiş,5.0
86,Kabak Graten,2.0
86,Kabak Dolması,3.0
86,Köfte,4.0
86,Tavuk Biftek,5.0
86,Tavuk Sote,4.0
86,Karnıyarık,4.0
86,Kuru Fasulye,4.0
86,Patlıcan Musakka,4.0
86,Bezelye,3.0
86,Tavuk Kanat,4.0
86,Nohut,4.0
86,Türlü,4.0
86,Ispanak,1.0
86,Taze Fasulye,3.0
86,Bamya,2.0
86,Dana Rosto,4.0
86,Pirinç Pilavı,4.0
86,Patates Kızartması,4.0
86,Bulgur Pilavı,4.0
86,Cacık,4.0
86,Çoban Salata,4.0
86,Yoğurt,4.0
86,Pırasa,1.0
86,İrmik Helvası,4.0
86,Turşu,3.0
86,Sütlaç,4.0
86,Kadayıf,4.0
86,Kola,4.0
86,Ayran,4.0
86,Fanta,3.0
86,Su,4.0
87,Mercimek Çorbası,5.0
87,Ezogelin Çorbası,5.0
87,Şehriye Çorbası,3.0
87,Yayla Çorbası,4.0
87,Kuzu Etli Çorba,5.0
87,Tas Kebabı,4.0
87,Kuzu Şiş,5.0
87,Kabak Graten,3.0
87,Kabak Dolması,3.0
87,Köfte,5.0
87,Tavuk Biftek,5.0
87,Tavuk Sote,4.0
87,Karnıyarık,4.0
87,Kuru Fasulye,4.0
87,Patlıcan Musakka,3.0
87,Bezelye,4.0
87,Tavuk Kanat,4.0
87,Nohut,4.0
87,Türlü,4.0
87,Ispanak,4.0
87,Taze Fasulye,4.0
87,Bamya,5.0
87,Dana Rosto,5.0
87,Pirinç Pilavı,5.0
87,Patates Kızartması,4.0
87,Bulgur Pilavı,4.0
87,Cacık,5.0
87,Çoban Salata,4.0
87,Yoğurt,5.0
87,Pırasa,3.0
87,İrmik Helvası,4.0
87,Turşu,5.0
87,Sütlaç,5.0
87,Kadayıf,5.0
87,Kola,1.0
87,Ayran,5.0
87,Fanta,2.0
87,Su,5.0
88,Mercimek Çorbası,1.0
88,Ezogelin Çorbası,1.0
88,Şehriye Çorbası,4.0
88,Yayla Çorbası,5.0
88,Kuzu Etli Çorba,0
88,Tas Kebabı,5.0
88,Kuzu Şiş,4.0
88,Kabak Graten,2.0
88,Kabak Dolması,3.0
88,Köfte,5.0
88,Tavuk Biftek,0
88,Tavuk Sote,5.0
88,Karnıyarık,5.0
88,Kuru Fasulye,4.0
88,Patlıcan Musakka,5.0
88,Bezelye,3.0
88,Tavuk Kanat,2.0
88,Nohut,4.0
88,Türlü,1.0
88,Ispanak,1.0
88,Taze Fasulye,1.0
88,Bamya,1.0
88,Dana Rosto,5.0
88,Pirinç Pilavı,5.0
88,Patates Kızartması,5.0
88,Bulgur Pilavı,5.0
88,Cacık,5.0
88,Çoban Salata,5.0
88,Yoğurt,3.0
88,Pırasa,1.0
88,İrmik Helvası,5.0
88,Turşu,5.0
88,Sütlaç,4.0
88,Kadayıf,3.0
88,Kola,2.0
88,Ayran,5.0
88,Fanta,1.0
88,Su,5.0
89,Mercimek Çorbası,5.0
89,Ezogelin Çorbası,5.0
89,Şehriye Çorbası,2.0
89,Yayla Çorbası,1.0
89,Kuzu Etli Çorba,1.0
89,Tas Kebabı,5.0
89,Kuzu Şiş,5.0
89,Kabak Graten,2.0
89,Kabak Dolması,2.0
89,Köfte,4.0
89,Tavuk Biftek,5.0
89,Tavuk Sote,5.0
89,Karnıyarık,5.0
89,Kuru Fasulye,5.0
89,Patlıcan Musakka,5.0
89,Bezelye,3.0
89,Tavuk Kanat,5.0
89,Nohut,5.0
89,Türlü,2.0
89,Ispanak,1.0
89,Taze Fasulye,1.0
89,Bamya,5.0
89,Dana Rosto,5.0
89,Pirinç Pilavı,5.0
89,Patates Kızartması,5.0
89,Bulgur Pilavı,5.0
89,Cacık,5.0
89,Çoban Salata,4.0
89,Yoğurt,5.0
89,Pırasa,4.0
89,İrmik Helvası,5.0
89,Turşu,5.0
89,Sütlaç,1.0
89,Kadayıf,5.0
89,Kola,1.0
89,Ayran,5.0
89,Fanta,1.0
89,Su,5.0
90,Mercimek Çorbası,5.0
90,Ezogelin Çorbası,5.0
90,Şehriye Çorbası,5.0
90,Yayla Çorbası,0
90,Kuzu Etli Çorba,0
90,Tas Kebabı,4.0
90,Kuzu Şiş,3.0
90,Kabak Graten,0
90,Kabak Dolması,2.0
90,Köfte,4.0
90,Tavuk Biftek,2.0
90,Tavuk Sote,2.0
90,Karnıyarık,2.0
90,Kuru Fasulye,5.0
90,Patlıcan Musakka,1.0
90,Bezelye,5.0
90,Tavuk Kanat,2.0
90,Nohut,5.0
90,Türlü,0
90,Ispanak,4.0
90,Taze Fasulye,5.0
90,Bamya,3.0
90,Dana Rosto,1.0
90,Pirinç Pilavı,5.0
90,Patates Kızartması,5.0
90,Bulgur Pilavı,5.0
90,Cacık,5.0
90,Çoban Salata,5.0
90,Yoğurt,5.0
90,Pırasa,2.0
90,İrmik Helvası,5.0
90,Turşu,5.0
90,Sütlaç,5.0
90,Kadayıf,5.0
90,Kola,1.0
90,Ayran,5.0
90,Fanta,2.0
90,Su,5.0
91,Mercimek Çorbası,5.0
91,Ezogelin Çorbası,4.0
91,Şehriye Çorbası,3.0
91,Yayla Çorbası,2.0
91,Kuzu Etli Çorba,1.0
91,Tas Kebabı,3.0
91,Kuzu Şiş,3.0
91,Kabak Graten,0
91,Kabak Dolması,1.0
91,Köfte,5.0
91,Tavuk Biftek,5.0
91,Tavuk Sote,5.0
91,Karnıyarık,2.0
91,Kuru Fasulye,5.0
91,Patlıcan Musakka,1.0
91,Bezelye,4.0
91,Tavuk Kanat,3.0
91,Nohut,3.0
91,Türlü,3.0
91,Ispanak,3.0
91,Taze Fasulye,2.0
91,Bamya,1.0
91,Dana Rosto,5.0
91,Pirinç Pilavı,4.0
91,Patates Kızartması,5.0
91,Bulgur Pilavı,3.0
91,Cacık,5.0
91,Çoban Salata,5.0
91,Yoğurt,5.0
91,Pırasa,2.0
91,İrmik Helvası,2.0
91,Turşu,3.0
91,Sütlaç,3.0
91,Kadayıf,4.0
91,Kola,5.0
91,Ayran,5.0
91,Fanta,5.0
91,Su,5.0
92,Mercimek Çorbası,4.0
92,Ezogelin Çorbası,2.0
92,Şehriye Çorbası,2.0
92,Yayla Çorbası,1.0
92,Kuzu Etli Çorba,2.0
92,Tas Kebabı,4.0
92,Kuzu Şiş,3.0
92,Kabak Graten,0
92,Kabak Dolması,3.0
92,Köfte,5.0
92,Tavuk Biftek,3.0
92,Tavuk Sote,3.0
92,Karnıyarık,4.0
92,Kuru Fasulye,3.0
92,Patlıcan Musakka,2.0
92,Bezelye,3.0
92,Tavuk Kanat,3.0
92,Nohut,3.0
92,Türlü,2.0
92,Ispanak,3.0
92,Taze Fasulye,4.0
92,Bamya,2.0
92,Dana Rosto,3.0
92,Pirinç Pilavı,4.0
92,Patates Kızartması,4.0
92,Bulgur Pilavı,4.0
92,Cacık,3.0
92,Çoban Salata,3.0
92,Yoğurt,3.0
92,Pırasa,4.0
92,İrmik Helvası,3.0
92,Turşu,3.0
92,Sütlaç,3.0
92,Kadayıf,4.0
92,Kola,2.0
92,Ayran,3.0
92,Fanta,3.0
92,Su,4.0
93,Mercimek Çorbası,4.0
93,Ezogelin Çorbası,3.0
93,Şehriye Çorbası,3.0
93,Yayla Çorbası,3.0
93,Kuzu Etli Çorba,5.0
93,Tas Kebabı,0
93,Kuzu Şiş,5.0
93,Kabak Graten,4.0
93,Kabak Dolması,3.0
93,Köfte,5.0
93,Tavuk Biftek,4.0
93,Tavuk Sote,4.0
93,Karnıyarık,5.0
93,Kuru Fasulye,4.0
93,Patlıcan Musakka,5.0
93,Bezelye,3.0
93,Tavuk Kanat,5.0
93,Nohut,4.0
93,Türlü,3.0
93,Ispanak,5.0
93,Taze Fasulye,1.0
93,Bamya,3.0
93,Dana Rosto,5.0
93,Pirinç Pilavı,3.0
93,Patates Kızartması,5.0
93,Bulgur Pilavı,1.0
93,Cacık,5.0
93,Çoban Salata,4.0
93,Yoğurt,5.0
93,Pırasa,1.0
93,İrmik Helvası,3.0
93,Turşu,4.0
93,Sütlaç,2.0
93,Kadayıf,4.0
93,Kola,5.0
93,Ayran,5.0
93,Fanta,2.0
93,Su,5.0
94,Mercimek Çorbası,5.0
94,Ezogelin Çorbası,4.0
94,Şehriye Çorbası,4.0
94,Yayla Çorbası,4.0
94,Kuzu Etli Çorba,5.0
94,Tas Kebabı,0
94,Kuzu Şiş,5.0
94,Kabak Graten,0
94,Kabak Dolması,5.0
94,Köfte,5.0
94,Tavuk Biftek,5.0
94,Tavuk Sote,4.0
94,Karnıyarık,3.0
94,Kuru Fasulye,5.0
94,Patlıcan Musakka,3.0
94,Bezelye,1.0
94,Tavuk Kanat,4.0
94,Nohut,4.0
94,Türlü,5.0
94,Ispanak,2.0
94,Taze Fasulye,3.0
94,Bamya,2.0
94,Dana Rosto,4.0
94,Pirinç Pilavı,5.0
94,Patates Kızartması,5.0
94,Bulgur Pilavı,5.0
94,Cacık,5.0
94,Çoban Salata,5.0
94,Yoğurt,4.0
94,Pırasa,1.0
94,İrmik Helvası,1.0
94,Turşu,5.0
94,Sütlaç,3.0
94,Kadayıf,3.0
94,Kola,4.0
94,Ayran,5.0
94,Fanta,5.0
94,Su,5.0
95,Mercimek Çorbası,5.0
95,Ezogelin Çorbası,5.0
95,Şehriye Çorbası,5.0
95,Yayla Çorbası,5.0
95,Kuzu Etli Çorba,0
95,Tas Kebabı,5.0
95,Kuzu Şiş,0
95,Kabak Graten,2.0
95,Kabak Dolması,3.0
95,Köfte,5.0
95,Tavuk Biftek,5.0
95,Tavuk Sote,5.0
95,Karnıyarık,5.0
95,Kuru Fasulye,3.0
95,Patlıcan Musakka,5.0
95,Bezelye,4.0
95,Tavuk Kanat,5.0
95,Nohut,5.0
95,Türlü,5.0
95,Ispanak,3.0
95,Taze Fasulye,4.0
95,Bamya,2.0
95,Dana Rosto,5.0
95,Pirinç Pilavı,5.0
95,Patates Kızartması,5.0
95,Bulgur Pilavı,4.0
95,Cacık,3.0
95,Çoban Salata,5.0
95,Yoğurt,3.0
95,Pırasa,3.0
95,İrmik Helvası,5.0
95,Turşu,5.0
95,Sütlaç,5.0
95,Kadayıf,5.0
95,Kola,5.0
95,Ayran,4.0
95,Fanta,4.0
95,Su,5.0
96,Mercimek Çorbası,4.0
96,Ezogelin Çorbası,4.0
96,Şehriye Çorbası,3.0
96,Yayla Çorbası,3.0
96,Kuzu Etli Çorba,4.0
96,Tas Kebabı,5.0
96,Kuzu Şiş,5.0
96,Kabak Graten,0
96,Kabak Dolması,4.0
96,Köfte,5.0
96,Tavuk Biftek,5.0
96,Tavuk Sote,5.0
96,Karnıyarık,4.0
96,Kuru Fasulye,4.0
96,Patlıcan Musakka,4.0
96,Bezelye,4.0
96,Tavuk Kanat,5.0
96,Nohut,4.0
96,Türlü,4.0
96,Ispanak,4.0
96,Taze Fasulye,4.0
96,Bamya,5.0
96,Dana Rosto,5.0
96,Pirinç Pilavı,4.0
96,Patates Kızartması,4.0
96,Bulgur Pilavı,3.0
96,Cacık,4.0
96,Çoban Salata,5.0
96,Yoğurt,4.0
96,Pırasa,5.0
96,İrmik Helvası,1.0
96,Turşu,5.0
96,Sütlaç,4.0
96,Kadayıf,4.0
96,Kola,1.0
96,Ayran,3.0
96,Fanta,5.0
96,Su,4.0
97,Mercimek Çorbası,5.0
97,Ezogelin Çorbası,4.0
97,Şehriye Çorbası,5.0
97,Yayla Çorbası,4.0
97,Kuzu Etli Çorba,4.0
97,Tas Kebabı,5.0
97,Kuzu Şiş,5.0
97,Kabak Graten,3.0
97,Kabak Dolması,3.0
97,Köfte,4.0
97,Tavuk Biftek,5.0
97,Tavuk Sote,5.0
97,Karnıyarık,4.0
97,Kuru Fasulye,4.0
97,Patlıcan Musakka,3.0
97,Bezelye,4.0
97,Tavuk Kanat,4.0
97,Nohut,4.0
97,Türlü,3.0
97,Ispanak,5.0
97,Taze Fasulye,4.0
97,Bamya,1.0
97,Dana Rosto,3.0
97,Pirinç Pilavı,5.0
97,Patates Kızartması,5.0
97,Bulgur Pilavı,3.0
97,Cacık,3.0
97,Çoban Salata,5.0
97,Yoğurt,4.0
97,Pırasa,5.0
97,İrmik Helvası,3.0
97,Turşu,3.0
97,Sütlaç,5.0
97,Kadayıf,4.0
97,Kola,5.0
97,Ayran,4.0
97,Fanta,2.0
97,Su,5.0
98,Mercimek Çorbası,5.0
98,Ezogelin Çorbası,3.0
98,Şehriye Çorbası,2.0
98,Yayla Çorbası,2.0
98,Kuzu Etli Çorba,0
98,Tas Kebabı,5.0
98,Kuzu Şiş,5.0
98,Kabak Graten,0
98,Kabak Dolması,4.0
98,Köfte,5.0
98,Tavuk Biftek,5.0
98,Tavuk Sote,5.0
98,Karnıyarık,5.0
98,Kuru Fasulye,5.0
98,Patlıcan Musakka,3.0
98,Bezelye,3.0
98,Tavuk Kanat,4.0
98,Nohut,5.0
98,Türlü,5.0
98,Ispanak,4.0
98,Taze Fasulye,4.0
98,Bamya,4.0
98,Dana Rosto,4.0
98,Pirinç Pilavı,5.0
98,Patates Kızartması,5.0
98,Bulgur Pilavı,5.0
98,Cacık,5.0
98,Çoban Salata,5.0
98,Yoğurt,5.0
98,Pırasa,3.0
98,İrmik Helvası,3.0
98,Turşu,5.0
98,Sütlaç,5.0
98,Kadayıf,5.0
98,Kola,4.0
98,Ayran,5.0
98,Fanta,5.0
98,Su,5.0
99,Mercimek Çorbası,5.0
99,Ezogelin Çorbası,5.0
99,Şehriye Çorbası,5.0
99,Yayla Çorbası,5.0
99,Kuzu Etli Çorba,0
99,Tas Kebabı,5.0
99,Kuzu Şiş,5.0
99,Kabak Graten,0
99,Kabak Dolması,5.0
99,Köfte,5.0
99,Tavuk Biftek,5.0
99,Tavuk Sote,5.0
99,Karnıyarık,5.0
99,Kuru Fasulye,5.0
99,Patlıcan Musakka,5.0
99,Bezelye,5.0
99,Tavuk Kanat,3.0
99,Nohut,5.0
99,Türlü,5.0
99,Ispanak,5.0
99,Taze Fasulye,5.0
99,Bamya,5.0
99,Dana Rosto,3.0
99,Pirinç Pilavı,5.0
99,Patates Kızartması,4.0
99,Bulgur Pilavı,5.0
99,Cacık,5.0
99,Çoban Salata,5.0
99,Yoğurt,5.0
99,Pırasa,5.0
99,İrmik Helvası,5.0
99,Turşu,5.0
99,Sütlaç,5.0
99,Kadayıf,5.0
99,Kola,1.0
99,Ayran,5.0
99,Fanta,1.0
99,Su,5.0
100,Mercimek Çorbası,5.0
100,Ezogelin Çorbası,3.0
100,Şehriye Çorbası,4.0
100,Yayla Çorbası,3.0
100,Kuzu Etli Çorba,5.0
100,Tas Kebabı,5.0
100,Kuzu Şiş,5.0
100,Kabak Graten,4.0
100,Kabak Dolması,3.0
100,Köfte,5.0
100,Tavuk Biftek,5.0
100,Tavuk Sote,5.0
100,Karnıyarık,5.0
100,Kuru Fasulye,5.0
100,Patlıcan Musakka,5.0
100,Bezelye,5.0
100,Tavuk Kanat,5.0
100,Nohut,5.0
100,Türlü,3.0
100,Ispanak,5.0
100,Taze Fasulye,5.0
100,Bamya,3.0
100,Dana Rosto,5.0
100,Pirinç Pilavı,5.0
100,Patates Kızartması,5.0
100,Bulgur Pilavı,4.0
100,Cacık,3.0
100,Çoban Salata,5.0
100,Yoğurt,4.0
100,Pırasa,3.0
100,İrmik Helvası,3.0
100,Turşu,4.0
100,Sütlaç,5.0
100,Kadayıf,5.0
100,Kola,2.0
100,Ayran,4.0
100,Fanta,2.0
100,Su,5.0
101,Mercimek Çorbası,5.0
101,Ezogelin Çorbası,5.0
101,Şehriye Çorbası,5.0
101,Yayla Çorbası,0
101,Kuzu Etli Çorba,0
101,Tas Kebabı,5.0
101,Kuzu Şiş,4.0
101,Kabak Graten,0
101,Kabak Dolması,5.0
101,Köfte,5.0
101,Tavuk Biftek,5.0
101,Tavuk Sote,5.0
101,Karnıyarık,5.0
101,Kuru Fasulye,5.0
101,Patlıcan Musakka,0
101,Bezelye,5.0
101,Tavuk Kanat,3.0
101,Nohut,5.0
101,Türlü,5.0
101,Ispanak,5.0
101,Taze Fasulye,5.0
101,Bamya,5.0
101,Dana Rosto,5.0
101,Pirinç Pilavı,5.0
101,Patates Kızartması,5.0
101,Bulgur Pilavı,5.0
101,Cacık,5.0
101,Çoban Salata,4.0
101,Yoğurt,5.0
101,Pırasa,4.0
101,İrmik Helvası,5.0
101,Turşu,5.0
101,Sütlaç,5.0
101,Kadayıf,5.0
101,Kola,5.0
101,Ayran,5.0
101,Fanta,5.0
101,Su,5.0
102,Mercimek Çorbası,5.0
102,Ezogelin Çorbası,5.0
102,Şehriye Çorbası,5.0
102,Yayla Çorbası,5.0
102,Kuzu Etli Çorba,0
102,Tas Kebabı,5.0
102,Kuzu Şiş,5.0
102,Kabak Graten,0
102,Kabak Dolması,0
102,Köfte,5.0
102,Tavuk Biftek,5.0
102,Tavuk Sote,5.0
102,Karnıyarık,5.0
102,Kuru Fasulye,5.0
102,Patlıcan Musakka,5.0
102,Bezelye,5.0
102,Tavuk Kanat,5.0
102,Nohut,5.0
102,Türlü,5.0
102,Ispanak,5.0
102,Taze Fasulye,5.0
102,Bamya,5.0
102,Dana Rosto,5.0
102,Pirinç Pilavı,5.0
102,Patates Kızartması,5.0
102,Bulgur Pilavı,5.0
102,Cacık,5.0
102,Çoban Salata,5.0
102,Yoğurt,5.0
102,Pırasa,3.0
102,İrmik Helvası,5.0
102,Turşu,5.0
102,Sütlaç,5.0
102,Kadayıf,5.0
102,Kola,1.0
102,Ayran,5.0
102,Fanta,1.0
102,Su,5.0
103,Mercimek Çorbası,5.0
103,Ezogelin Çorbası,4.0
103,Şehriye Çorbası,3.0
103,Yayla Çorbası,5.0
103,Kuzu Etli Çorba,3.0
103,Tas Kebabı,3.0
103,Kuzu Şiş,4.0
103,Kabak Graten,4.0
103,Kabak Dolması,5.0
103,Köfte,5.0
103,Tavuk Biftek,5.0
103,Tavuk Sote,5.0
103,Karnıyarık,4.0
103,Kuru Fasulye,4.0
103,Patlıcan Musakka,5.0
103,Bezelye,5.0
103,Tavuk Kanat,4.0
103,Nohut,5.0
103,Türlü,4.0
103,Ispanak,1.0
103,Taze Fasulye,2.0
103,Bamya,1.0
103,Dana Rosto,5.0
103,Pirinç Pilavı,5.0
103,Patates Kızartması,5.0
103,Bulgur Pilavı,5.0
103,Cacık,5.0
103,Çoban Salata,5.0
103,Yoğurt,5.0
103,Pırasa,1.0
103,İrmik Helvası,2.0
103,Turşu,4.0
103,Sütlaç,5.0
103,Kadayıf,3.0
103,Kola,4.0
103,Ayran,5.0
103,Fanta,4.0
103,Su,5.0
104,Mercimek Çorbası,4.0
104,Ezogelin Çorbası,3.0
104,Şehriye Çorbası,3.0
104,Yayla Çorbası,3.0
104,Kuzu Etli Çorba,0
104,Tas Kebabı,4.0
104,Kuzu Şiş,4.0
104,Kabak Graten,2.0
104,Kabak Dolması,2.0
104,Köfte,5.0
104,Tavuk Biftek,5.0
104,Tavuk Sote,5.0
104,Karnıyarık,3.0
104,Kuru Fasulye,5.0
104,Patlıcan Musakka,3.0
104,Bezelye,4.0
104,Tavuk Kanat,5.0
104,Nohut,5.0
104,Türlü,2.0
104,Ispanak,1.0
104,Taze Fasulye,1.0
104,Bamya,1.0
104,Dana Rosto,4.0
104,Pirinç Pilavı,5.0
104,Patates Kızartması,5.0
104,Bulgur Pilavı,4.0
104,Cacık,5.0
104,Çoban Salata,5.0
104,Yoğurt,4.0
104,Pırasa,1.0
104,İrmik Helvası,4.0
104,Turşu,5.0
104,Sütlaç,5.0
104,Kadayıf,4.0
104,Kola,5.0
104,Ayran,5.0
104,Fanta,5.0
104,Su,5.0
105,Mercimek Çorbası,5.0
105,Ezogelin Çorbası,3.0
105,Şehriye Çorbası,3.0
105,Yayla Çorbası,4.0
105,Kuzu Etli Çorba,1.0
105,Tas Kebabı,4.0
105,Kuzu Şiş,2.0
105,Kabak Graten,1.0
105,Kabak Dolması,2.0
105,Köfte,4.0
105,Tavuk Biftek,5.0
105,Tavuk Sote,5.0
105,Karnıyarık,4.0
105,Kuru Fasulye,3.0
105,Patlıcan Musakka,3.0
105,Bezelye,2.0
105,Tavuk Kanat,5.0
105,Nohut,3.0
105,Türlü,1.0
105,Ispanak,1.0
105,Taze Fasulye,3.0
105,Bamya,0
105,Dana Rosto,0
105,Pirinç Pilavı,3.0
105,Patates Kızartması,3.0
105,Bulgur Pilavı,4.0
105,Cacık,4.0
105,Çoban Salata,4.0
105,Yoğurt,4.0
105,Pırasa,1.0
105,İrmik Helvası,3.0
105,Turşu,2.0
105,Sütlaç,4.0
105,Kadayıf,2.0
105,Kola,3.0
105,Ayran,4.0
105,Fanta,3.0
105,Su,5.0
106,Mercimek Çorbası,4.0
